,name,satisfaction_level,last_evaluation,number_projects,average_monthly_hours,time_spent_company,work_accident,left,promotion_last_5_years,department,salary,salary_level
7648,DIXSON,0.53,0.87,5,158,3,0,0,0,sales,medium,2
7649,HARTSFIELD,0.94,0.85,4,180,4,0,0,0,sales,medium,2
7657,KRUPA,0.75,0.76,3,171,4,0,0,0,sales,low,1
7658,HARBOUR,0.55,0.91,4,199,3,0,0,0,sales,low,1
7661,ERDMANN,0.96,0.86,4,268,3,0,0,0,accounting,low,1
7663,MACKINNON,0.88,0.77,4,224,5,1,0,0,hr,low,1
7664,HUMBERT,0.78,0.97,4,221,4,0,0,0,hr,low,1
7678,ASHBURN,0.98,0.79,4,231,4,0,0,0,support,medium,2
7679,SKELLY,0.71,0.96,4,131,3,0,0,0,support,medium,2
7680,NUNNALLY,0.72,0.89,4,217,3,0,0,0,support,medium,2
7688,STEINBACH,0.51,0.9,5,193,4,0,0,0,support,medium,2
7689,JASON,0.16,0.78,4,196,5,0,0,0,technical,high,3
7693,MALIN,0.69,0.82,3,262,5,1,0,0,IT,medium,2
7694,HAWN,0.72,0.76,3,261,4,0,0,0,IT,medium,2
7696,BEECH,0.88,0.95,4,234,3,0,0,0,IT,low,1
7699,IZAGUIRRE,0.49,0.8,3,238,4,0,0,0,product_mng,low,1
7700,ISHAM,0.59,0.97,5,242,3,0,0,0,product_mng,low,1
7701,MANDUJANO,0.8,0.87,4,209,3,0,0,0,product_mng,low,1
7703,DIMARCO,0.18,0.79,4,240,5,0,0,0,RandD,low,1
7707,SUNDBERG,0.55,0.97,4,162,3,0,0,0,RandD,low,1
7710,CRAFTON,0.66,0.78,4,256,3,0,0,0,accounting,low,1
7712,CANTOR,0.6,0.86,6,272,4,0,0,0,technical,low,1
7713,BELLER,0.64,0.78,4,159,4,0,0,0,management,medium,2
7716,KYLES,0.74,0.95,4,237,3,1,0,0,marketing,medium,2
7717,CROY,0.14,0.8,5,226,3,0,0,0,sales,medium,2
7718,WINANS,0.93,0.76,3,212,3,0,0,0,sales,medium,2
7722,DANDRIDGE,0.2,0.9,5,228,6,0,0,0,sales,medium,2
7725,MONTESDEOCA,0.16,0.72,4,192,6,0,0,0,sales,high,3
7729,VANNOY,0.52,0.85,4,193,3,0,0,0,sales,medium,2
7730,GRAINGER,0.13,0.72,4,247,3,0,0,0,sales,medium,2
7733,WITTER,0.92,0.8,3,211,4,0,0,0,sales,low,1
7734,TARANTINO,0.34,0.78,5,137,4,0,0,0,sales,low,1
7741,KAPP,0.52,0.96,4,125,3,0,0,0,hr,low,1
7742,GALLIMORE,0.89,0.79,4,152,3,0,0,0,hr,low,1
7744,GIDEON,0.62,0.86,4,135,3,0,0,0,technical,low,1
7747,BOWKER,0.83,0.84,4,146,3,0,0,0,technical,low,1
7751,ROLLE,0.23,0.88,5,201,3,0,0,0,technical,low,1
7752,KITTRELL,0.13,0.74,6,132,4,1,0,0,technical,medium,2
7754,KOLAR,0.5,0.74,5,256,3,1,0,0,support,medium,2
7758,BIXBY,0.5,0.95,4,222,3,1,0,0,support,medium,2
7762,MURPHEY,0.82,0.87,5,273,6,0,0,0,support,medium,2
7766,MCAULEY,0.8,0.99,5,187,3,1,0,0,technical,medium,2
7775,MALLEY,0.67,0.94,2,192,3,0,0,0,product_mng,low,1
7777,REISINGER,0.48,0.9,4,224,3,0,0,0,product_mng,low,1
7779,SHOEMAKE,0.71,0.96,3,201,3,0,0,0,RandD,low,1
7783,HAZARD,0.88,0.92,3,179,3,0,0,0,RandD,low,1
7784,CARRAWAY,0.64,0.85,3,250,3,0,0,0,marketing,low,1
7785,BOVE,0.65,0.74,4,237,3,1,0,0,sales,low,1
7786,BONIN,0.65,0.81,4,192,3,0,0,0,accounting,low,1
7787,BOE,0.54,0.97,4,258,3,0,0,0,support,low,1
7788,BEVAN,0.69,0.76,4,257,4,0,0,0,technical,low,1
7789,LOWTHER,0.77,0.78,2,271,3,0,0,0,management,low,1
7796,MCCUTCHEN,0.57,0.85,4,152,3,0,0,0,sales,medium,2
7797,CAVANAGH,0.61,0.89,2,287,4,0,0,0,sales,medium,2
7798,SHOOP,0.96,0.89,2,239,6,1,0,0,sales,medium,2
7804,BORCHARDT,0.65,0.75,3,194,4,1,0,0,sales,low,1
7806,FANELLI,0.12,0.82,5,162,4,1,0,0,sales,medium,2
7813,LUCIA,0.69,0.75,5,201,3,0,0,0,accounting,low,1
7814,HIGA,0.18,0.99,4,160,5,0,0,0,accounting,low,1
7816,RADEMACHER,0.3,0.88,5,245,4,0,0,0,hr,low,1
7818,HINCKLEY,0.76,0.9,3,279,6,0,0,0,hr,medium,2
7819,GROH,0.67,0.96,4,207,3,0,0,0,technical,medium,2
7820,GRINER,0.12,0.84,4,218,6,0,0,0,technical,medium,2
7822,SOUDER,0.69,0.76,3,153,3,0,0,0,technical,medium,2
7828,DRUMM,0.75,0.78,2,264,3,1,0,0,technical,medium,2
7830,CASTREJON,0.99,0.75,3,243,3,0,0,0,support,medium,2
7834,KILBURN,0.58,0.79,2,274,4,0,0,0,support,medium,2
7835,HARTSELL,0.99,0.9,4,181,3,0,0,0,support,medium,2
7837,RIGGLE,0.14,0.98,5,172,5,0,0,0,support,medium,2
7841,CRANK,0.27,0.75,5,264,3,0,0,0,technical,medium,2
7845,ZACK,0.18,0.87,6,226,4,0,0,0,IT,high,3
7856,JUMP,0.8,0.78,5,266,3,0,0,0,RandD,low,1
7860,MASH,0.98,0.73,4,140,4,0,0,0,marketing,low,1
7862,BERGQUIST,0.68,1.0,3,205,4,0,0,0,accounting,low,1
7871,TOLLEFSON,0.52,0.88,3,261,4,0,0,0,sales,medium,2
7873,CREW,0.18,0.73,4,219,5,0,0,0,sales,medium,2
7876,KUTZ,0.16,0.76,6,218,6,0,0,0,sales,medium,2
7888,MOULTRIE,0.45,0.79,5,97,6,1,0,0,accounting,high,3
7893,CHARETTE,0.75,0.81,2,247,4,0,0,0,hr,low,1
7894,MORI,0.7,0.92,5,182,3,0,0,0,hr,low,1
7897,FREEZE,0.78,0.87,4,178,3,0,0,0,technical,medium,2
7900,DELISLE,0.56,0.71,5,243,3,0,0,0,technical,medium,2
7902,ELIZALDE,0.64,0.78,5,200,3,0,0,0,technical,medium,2
7906,ABATE,0.23,0.8,5,139,3,0,0,0,support,medium,2
7907,HOLSTON,0.8,0.81,3,199,4,1,0,0,support,medium,2
7908,SCHRECK,0.23,0.78,4,154,6,1,0,0,support,medium,2
7913,CHAUVIN,0.84,0.98,4,134,5,1,0,0,support,medium,2
7914,MARIA,0.92,0.79,3,243,4,0,0,0,support,medium,2
7915,MELGOZA,0.75,0.93,5,210,3,0,0,0,support,medium,2
7917,CADDELL,0.7,0.75,4,204,3,0,0,0,technical,medium,2
7918,ARMS,0.9,0.81,6,273,5,0,0,0,technical,medium,2
7923,MACARTHUR,0.98,0.87,5,151,6,0,0,0,IT,medium,2
7924,WOLFSON,0.64,0.96,3,109,4,0,0,0,IT,medium,2
7926,MCGLYNN,0.66,0.89,4,139,3,0,0,0,product_mng,medium,2
7932,KISSEL,0.17,0.85,3,234,3,0,0,0,RandD,low,1
7935,GISH,0.86,0.81,3,232,4,0,0,0,RandD,low,1
7936,KENNER,0.51,0.71,4,208,3,1,0,0,marketing,low,1
7937,JANSON,0.49,0.99,4,258,3,1,0,0,sales,low,1
7947,WINTON,0.98,0.73,2,237,3,0,0,0,sales,medium,2
7949,REINHARD,0.76,0.99,3,166,3,0,0,0,sales,medium,2
7957,CHON,0.5,0.76,2,107,4,0,0,0,sales,high,3
7963,BONNETT,0.21,0.76,6,219,4,1,0,0,sales,medium,2
7966,KARIM,0.74,0.99,4,193,3,0,0,0,accounting,low,1
7970,MOUNTS,0.6,0.73,3,140,5,1,0,0,hr,low,1
7981,MAZZOLA,0.57,0.89,4,255,3,1,0,0,technical,low,1
7983,CRANDELL,0.68,0.92,4,209,6,0,0,0,support,low,1
7987,TRUSTY,0.34,0.76,6,237,5,0,0,0,support,high,3
7988,MENG,0.98,0.87,3,239,4,0,0,0,support,medium,2
7992,HURLBURT,0.67,0.72,4,192,3,1,0,0,support,medium,2
7997,SCHIFF,0.61,0.86,4,153,5,0,0,0,IT,medium,2
8000,MARMOLEJO,0.72,0.9,3,193,3,0,0,0,IT,medium,2
8007,WENDELL,0.75,0.74,3,186,3,1,0,0,RandD,medium,2
8008,BENNET,0.98,0.75,5,168,4,1,0,0,RandD,medium,2
8012,PATTI,0.79,0.9,5,184,3,0,0,0,marketing,low,1
8022,JANIS,0.98,0.98,5,210,6,0,0,0,sales,low,1
8026,DEAS,0.92,0.74,4,213,3,0,0,0,sales,medium,2
8027,SIROIS,0.86,0.79,3,106,6,1,0,0,sales,medium,2
8030,VINEYARD,0.76,0.97,5,172,3,0,0,0,sales,medium,2
8032,PELLEGRINI,0.58,0.71,3,230,3,1,0,0,sales,medium,2
8033,OLESON,0.55,0.97,4,222,4,0,0,0,sales,medium,2
8035,DAMERON,0.75,0.71,4,205,3,0,0,0,sales,medium,2
8039,HOLLINGSHEAD,0.56,0.84,4,143,4,0,0,0,sales,medium,2
8041,MORELL,0.36,0.8,5,186,4,0,0,0,accounting,medium,2
8045,KANTOR,0.64,0.83,4,179,3,0,0,0,hr,low,1
8047,HERMANSON,0.96,0.94,5,235,3,0,0,0,hr,low,1
8051,GLASSCOCK,0.74,0.79,5,241,3,0,0,0,technical,low,1
8059,BIGLER,0.84,0.73,5,105,5,0,0,0,support,low,1
8060,ROSEMAN,0.75,0.99,5,189,3,0,0,0,support,low,1
8062,STIFFLER,0.24,0.91,5,258,6,0,0,0,support,low,1
8064,GAGLIANO,0.5,0.88,4,147,3,0,0,0,support,medium,2
8066,KNEPP,0.97,0.77,3,206,4,0,0,0,support,medium,2
8070,BERTSCH,0.92,0.98,4,161,3,0,0,0,technical,medium,2
8074,REINHOLD,0.26,0.98,5,161,5,0,0,0,IT,medium,2
8075,STUCK,0.69,0.85,5,246,3,0,0,0,IT,medium,2
8076,RICCIARDI,0.78,0.83,4,158,3,0,0,0,IT,high,3
8077,KROL,0.67,0.86,3,175,3,0,0,0,IT,low,1
8078,ARDOIN,0.77,0.91,5,268,3,1,0,0,IT,medium,2
8087,PRESS,0.58,0.83,3,226,3,0,0,0,RandD,low,1
8091,MICHALAK,0.6,0.9,5,139,3,0,0,0,sales,low,1
8092,MAGALLON,0.93,0.9,5,210,3,0,0,0,accounting,low,1
8093,HINE,0.78,0.77,2,177,4,0,0,0,support,low,1
8096,STROMAN,0.96,1.0,3,137,4,1,0,0,marketing,low,1
8097,KOBAYASHI,0.54,0.97,5,233,3,1,0,0,marketing,low,1
8104,GILLES,0.87,0.96,4,151,3,1,0,0,sales,medium,2
8105,CHEEKS,0.58,0.85,4,162,3,0,0,0,sales,medium,2
8107,LUTES,0.72,0.86,3,231,3,1,0,0,sales,medium,2
8109,PIZANO,0.53,0.97,4,249,3,0,0,0,sales,medium,2
8112,CIFUENTES,1.0,0.88,4,240,4,0,0,0,sales,medium,2
8120,CONSTANT,0.76,0.85,4,135,3,0,0,0,accounting,medium,2
8121,BENFORD,0.5,0.97,4,217,3,0,0,0,hr,low,1
8123,ROSIER,0.97,0.94,3,180,3,0,0,0,hr,low,1
8127,VELOZ,0.72,0.88,3,224,3,0,0,0,technical,low,1
8128,RAMAGE,0.96,0.91,3,260,5,0,0,0,technical,low,1
8129,DUNFORD,0.62,0.78,3,178,3,1,0,0,technical,low,1
8130,KU,0.25,0.98,4,166,5,1,0,0,technical,low,1
8133,RUANO,0.94,0.73,3,154,3,0,0,0,technical,low,1
8134,FRINK,0.72,0.88,3,236,3,0,0,0,technical,low,1
8135,FLOWER,0.53,0.78,5,198,3,0,0,0,technical,low,1
8136,ROCHESTER,0.67,0.83,3,148,3,0,0,0,support,low,1
8149,HAZZARD,0.95,0.89,5,132,4,0,0,0,technical,medium,2
8150,GREGORIO,0.75,0.98,4,170,4,0,0,0,management,medium,2
8151,PAVLIK,0.39,0.87,5,257,5,1,0,0,IT,medium,2
8155,MCGLOTHLIN,0.75,0.81,3,214,3,0,0,0,IT,low,1
8160,RUMMEL,0.96,0.9,4,164,4,0,0,0,IT,low,1
8166,NEU,0.21,0.85,6,235,6,0,0,0,RandD,low,1
8168,CALLIS,0.8,0.82,3,218,3,0,0,0,sales,low,1
8169,BASSO,0.51,0.96,3,149,4,0,0,0,accounting,low,1
8170,TAI,0.89,0.96,5,239,3,0,0,0,support,low,1
8172,MCKIM,0.77,0.74,6,247,3,0,0,0,management,low,1
8179,ALTER,0.9,0.91,5,176,3,0,0,0,sales,medium,2
8182,PETRONE,0.89,0.77,4,269,4,0,0,0,sales,medium,2
8184,SUDDUTH,0.57,0.72,3,206,3,0,0,0,sales,medium,2
8186,RENNIE,0.83,0.89,4,136,3,0,0,0,sales,medium,2
8192,NORTHROP,0.85,1.0,3,255,3,0,0,0,sales,medium,2
8193,BANKER,0.17,0.85,6,245,5,0,0,0,sales,medium,2
8195,MASTIN,0.56,0.98,3,251,3,1,0,0,accounting,medium,2
8199,SHEIKH,0.84,0.9,3,196,3,1,0,0,hr,low,1
8202,JESSE,0.95,0.87,4,135,3,0,0,0,technical,low,1
8209,VELLA,0.57,0.8,4,262,3,0,0,0,technical,low,1
8211,ENSLEY,0.85,0.8,4,248,3,0,0,0,technical,low,1
8213,ZENDEJAS,0.91,0.82,4,260,4,0,0,0,support,low,1
8214,LEEDS,0.96,0.97,4,260,3,0,0,0,support,low,1
8216,ODAY,0.39,0.85,5,179,5,0,0,0,support,low,1
8218,ZENG,0.19,0.85,6,210,4,0,0,0,support,medium,2
8219,BARRIGA,0.9,0.83,3,273,4,0,0,0,support,medium,2
8226,DIORIO,0.86,0.92,5,137,3,0,0,0,technical,medium,2
8234,BYE,0.94,0.8,5,245,3,1,0,0,product_mng,medium,2
8236,MICKLE,0.56,0.8,5,202,4,0,0,0,product_mng,low,1
8237,LICATA,0.59,0.89,5,143,3,1,0,0,IT,low,1
8239,BRACY,0.97,0.88,5,173,3,0,0,0,RandD,low,1
8242,MERRY,0.23,0.73,5,197,4,1,0,0,RandD,low,1
8244,SWIGER,0.71,0.73,3,274,3,0,0,0,marketing,low,1
8248,SCHEFFLER,0.97,0.86,5,222,3,0,0,0,technical,low,1
8252,PRAY,0.55,0.87,4,200,3,0,0,0,marketing,low,1
8255,BOGARD,0.51,0.95,4,169,3,1,0,0,sales,low,1
8258,BRIDGEWATER,0.5,0.84,3,233,3,1,0,0,sales,medium,2
8260,QUESENBERRY,0.42,0.8,4,279,6,0,0,0,sales,medium,2
8262,TRAVER,0.55,0.71,4,223,3,0,0,0,sales,medium,2
8263,ROURKE,0.76,0.72,3,275,4,1,0,0,sales,medium,2
8264,HARSHMAN,0.84,0.74,3,234,3,1,0,0,sales,medium,2
8266,ALVARES,0.61,0.95,3,133,5,0,0,0,sales,medium,2
8267,PHARR,0.91,0.93,5,158,4,0,0,0,sales,medium,2
8268,NYBERG,0.73,0.74,4,214,3,0,0,0,sales,high,3
8272,WIGGS,0.69,0.8,5,263,3,1,0,0,accounting,medium,2
8273,MCELVEEN,0.99,0.92,5,174,5,0,0,0,accounting,medium,2
8276,HETZEL,0.89,0.93,3,181,3,0,0,0,hr,low,1
8283,TOMASZEWSKI,0.21,0.96,4,287,5,0,0,0,technical,medium,2
8286,BONANNO,0.99,0.87,4,162,4,0,0,0,technical,medium,2
8289,OBER,0.89,0.98,3,214,3,0,0,0,technical,medium,2
8290,HOVIS,0.49,0.85,4,200,3,0,0,0,support,medium,2
8292,CHAUDHRY,0.79,0.87,3,218,3,0,0,0,support,medium,2
8295,HEINS,0.81,0.92,3,251,3,1,0,0,support,medium,2
8299,BILLINGTON,0.5,0.76,4,198,3,0,0,0,support,medium,2
8300,BEHR,0.75,0.72,2,192,3,0,0,0,support,medium,2
8304,GIVEN,0.55,0.97,4,267,4,0,0,0,management,medium,2
8305,FILES,0.57,0.81,4,200,3,1,0,0,IT,medium,2
8313,CHARLEY,0.22,0.76,4,176,6,1,0,0,product_mng,high,3
8315,TUPPER,0.33,0.77,3,216,3,0,0,0,RandD,high,3
8316,PROVENZANO,0.5,0.78,4,185,3,0,0,0,RandD,high,3
8317,JOSEPHSON,0.93,0.88,5,140,3,0,0,0,RandD,high,3
8319,MCVICKER,0.93,0.97,5,137,4,0,0,0,RandD,low,1
8324,AYON,0.67,0.78,3,235,3,0,0,0,support,low,1
8328,GOINGS,0.75,0.84,4,195,3,0,0,0,marketing,low,1
8331,SIGMAN,0.63,0.9,4,188,4,1,0,0,sales,low,1
8333,WERTH,0.7,0.99,3,167,3,0,0,0,sales,low,1
8334,REHM,0.5,0.99,2,258,3,1,0,0,sales,medium,2
8339,MITCHUM,0.94,0.98,4,197,3,0,0,0,sales,medium,2
8345,CELIS,0.96,0.83,3,233,3,0,0,0,sales,medium,2
8346,LAVERY,0.28,0.77,3,221,3,0,0,0,sales,high,3
8348,KLASSEN,0.8,0.78,3,251,3,0,0,0,sales,high,3
8350,HENN,0.89,0.88,3,203,3,0,0,0,accounting,high,3
8355,HAWS,0.53,0.78,5,275,5,0,0,0,hr,low,1
8358,CHAIDEZ,0.49,0.8,3,227,4,1,0,0,technical,low,1
8362,KENNON,0.76,0.94,4,168,6,0,0,0,technical,medium,2
8365,METTS,0.94,0.81,3,196,3,0,0,0,technical,medium,2
8366,GLUCK,0.63,0.84,4,181,3,0,0,0,technical,medium,2
8367,COSS,0.79,0.99,4,177,3,1,0,0,support,medium,2
8370,ENCINAS,0.23,0.75,6,220,3,0,0,0,support,medium,2
8373,SCHUETTE,0.7,0.83,4,182,3,0,0,0,support,medium,2
8374,ROBERGE,0.57,0.75,5,172,4,0,0,0,support,medium,2
8375,ADAMSKI,0.83,0.99,3,226,3,0,0,0,support,medium,2
8377,MOHAMMAD,0.23,0.72,6,121,3,0,0,0,support,medium,2
8380,ANTUNEZ,0.63,0.81,5,189,3,0,0,0,technical,medium,2
8384,TROST,0.96,0.87,4,213,3,0,0,0,IT,medium,2
8388,KERSHNER,0.59,0.79,3,217,4,0,0,0,product_mng,medium,2
8389,ROEMER,0.66,0.85,6,165,5,0,0,0,product_mng,medium,2
8391,HOEHN,0.65,0.79,4,241,4,0,0,0,IT,medium,2
8392,LIPINSKI,0.58,0.94,5,274,3,0,0,0,RandD,medium,2
8394,CAULFIELD,0.65,0.99,5,240,5,0,0,0,RandD,medium,2
8395,ROBINETT,0.63,0.77,5,210,3,0,0,0,RandD,medium,2
8398,LAMBETH,0.58,0.84,4,150,4,1,0,0,sales,low,1
8399,TARPLEY,0.71,0.72,4,177,3,0,0,0,accounting,low,1
8405,LAUX,0.69,0.72,3,243,3,0,0,0,marketing,low,1
8409,TYE,0.96,0.92,3,196,4,0,0,0,sales,low,1
8413,TROUP,0.84,0.93,5,225,4,0,0,0,sales,high,3
8414,SALAMONE,0.82,0.77,4,205,3,0,0,0,sales,medium,2
8419,DOWDEN,0.55,0.97,5,125,4,0,0,0,sales,medium,2
8425,WILLETTE,0.6,0.74,4,174,3,0,0,0,accounting,low,1
8426,TUNSTALL,0.86,0.92,3,162,3,1,0,0,accounting,medium,2
8430,KISS,0.98,0.72,3,262,4,0,0,0,hr,low,1
8442,MEADORS,0.43,0.77,3,237,3,1,0,0,technical,low,1
8443,LAVALLEY,0.58,0.84,3,258,4,0,0,0,support,low,1
8445,BUETTNER,0.7,0.8,5,245,4,0,0,0,support,high,3
8448,PUMPHREY,0.99,0.79,4,213,3,0,0,0,support,low,1
8449,SHEFFER,0.96,0.73,3,193,3,1,0,0,support,high,3
8451,GLASSMAN,0.22,0.89,6,278,5,1,0,0,support,medium,2
8453,SWEATT,0.18,0.76,5,173,4,0,0,0,support,medium,2
8457,BOYKINS,0.88,0.89,4,213,3,0,0,0,management,medium,2
8458,STUTZ,0.69,0.91,6,150,5,0,0,0,IT,medium,2
8459,BRANN,0.83,0.75,3,262,3,0,0,0,IT,medium,2
8460,BLAKEY,0.56,0.84,4,149,4,1,0,0,IT,medium,2
8463,AVENDANO,0.93,0.73,3,252,4,0,0,0,product_mng,high,3
8470,BUCKLER,0.71,0.8,5,192,3,0,0,0,RandD,medium,2
8475,KUBIAK,0.7,0.72,2,189,3,0,0,0,sales,low,1
8487,GIBB,0.77,0.87,3,207,4,1,0,0,sales,low,1
8489,VAILLANCOURT,0.25,0.98,6,287,5,1,0,0,sales,low,1
8490,ROMANS,0.89,0.87,2,270,6,1,0,0,sales,medium,2
8496,VIERRA,0.66,0.82,4,257,3,1,0,0,sales,medium,2
8498,MARKUS,0.98,0.94,3,179,3,0,0,0,sales,medium,2
8501,VIZCARRA,0.71,0.79,3,134,3,0,0,0,sales,medium,2
8505,MCROBERTS,0.74,0.9,4,156,4,0,0,0,hr,medium,2
8506,KELLERMAN,0.24,0.94,6,237,5,0,0,0,hr,medium,2
8509,PERSONS,0.6,0.98,4,192,3,0,0,0,technical,low,1
8510,WHITESELL,0.72,0.95,4,230,3,0,0,0,technical,low,1
8512,HARTY,0.55,0.88,3,173,3,1,0,0,technical,low,1
8513,SHACKLEFORD,0.3,0.98,2,109,4,1,0,0,technical,low,1
8515,BROADWATER,0.84,0.84,5,163,3,0,0,0,technical,low,1
8524,MELLOR,0.26,0.95,3,195,5,0,0,0,support,low,1
8531,HEINEN,0.96,0.85,3,168,3,0,0,0,technical,medium,2
8532,BATT,0.85,0.88,3,198,4,1,0,0,technical,medium,2
8539,PLOWMAN,0.73,0.83,4,241,3,0,0,0,IT,medium,2
8556,SHETLER,0.95,0.95,4,204,3,1,0,0,marketing,low,1
8557,CANCHOLA,0.6,0.77,4,163,3,1,0,0,marketing,low,1
8560,GIANNINI,0.64,0.78,5,156,5,1,0,0,sales,low,1
8563,LONERGAN,0.2,0.9,3,218,4,0,0,0,sales,low,1
8572,LARK,0.87,0.84,3,172,3,0,0,0,sales,medium,2
8578,MERRIFIELD,0.82,0.95,6,191,6,0,0,0,accounting,medium,2
8580,GEISER,0.84,0.95,5,199,3,0,0,0,accounting,high,3
8582,KEFFER,0.49,0.98,3,224,3,0,0,0,hr,medium,2
8585,TURGEON,0.85,0.96,5,165,5,0,0,0,technical,medium,2
8586,TRISTAN,0.87,0.93,4,199,3,0,0,0,technical,low,1
8587,DOAK,0.94,0.84,5,203,3,0,0,0,technical,low,1
8588,DAME,0.82,0.97,4,243,3,1,0,0,technical,low,1
8589,BOVA,0.78,0.78,3,135,3,0,0,0,technical,low,1
8592,BASH,0.75,0.82,4,252,3,0,0,0,technical,low,1
8596,COOTS,0.97,0.94,3,160,3,0,0,0,support,low,1
8601,STONGE,0.56,0.88,4,273,3,0,0,0,support,low,1
8608,PIEDRA,0.67,0.8,4,190,4,0,0,0,technical,medium,2
8610,COLLUM,0.57,0.78,4,143,3,0,0,0,management,medium,2
8613,DEVAULT,0.48,0.98,3,259,6,0,0,0,IT,medium,2
8618,DEEGAN,0.81,0.85,4,202,3,1,0,0,product_mng,medium,2
8619,BOUTIN,0.58,0.74,4,180,3,0,0,0,product_mng,high,3
8624,POLITE,0.77,0.95,3,192,4,1,0,0,RandD,medium,2
8628,ROUTH,0.84,0.73,5,230,4,1,0,0,accounting,low,1
8631,LAKEY,0.19,0.91,5,145,3,0,0,0,management,low,1
8633,GUADARRAMA,0.87,1.0,3,148,3,0,0,0,marketing,low,1
8634,BOULWARE,0.5,0.89,5,223,3,0,0,0,marketing,low,1
8636,EMMETT,0.55,0.99,3,158,3,0,0,0,sales,low,1
8640,KNIGHTEN,0.34,0.88,5,131,6,0,0,0,sales,low,1
8643,BHAKTA,0.88,0.96,4,262,3,0,0,0,sales,medium,2
8645,SCHUMAKER,0.79,0.75,4,259,3,0,0,0,sales,medium,2
8646,MEJIAS,0.51,0.73,4,174,3,0,0,0,sales,medium,2
8647,MAHONE,0.84,0.84,3,150,4,0,0,0,sales,medium,2
8649,ZABALA,0.58,0.88,5,178,4,0,0,0,sales,medium,2
8650,STAAB,0.69,0.98,3,269,3,1,0,0,sales,medium,2
8652,MANSELL,0.81,0.72,3,232,3,1,0,0,sales,medium,2
8657,MAGER,0.83,0.98,5,187,4,0,0,0,hr,medium,2
8658,LAFONTAINE,0.74,0.92,4,226,3,0,0,0,hr,medium,2
8659,NORTHERN,0.67,0.85,4,266,3,0,0,0,hr,medium,2
8661,ADAMO,0.49,0.75,4,259,3,1,0,0,technical,low,1
8662,YAEGER,0.7,0.74,4,150,3,1,0,0,technical,low,1
8666,LEITNER,0.87,0.77,4,261,3,0,0,0,technical,low,1
8668,BOLDING,0.97,0.89,4,193,3,0,0,0,technical,low,1
8673,PICKLE,0.89,0.75,4,246,3,1,0,0,support,low,1
8674,HORD,0.64,0.72,4,254,3,0,0,0,support,low,1
8675,MCGUIGAN,0.31,0.79,2,193,4,0,0,0,support,low,1
8676,GLENNON,0.6,0.88,4,175,3,0,0,0,support,low,1
8677,AMAN,0.2,1.0,3,123,4,0,0,0,support,low,1
8680,CAUTHEN,0.15,0.96,5,201,6,0,0,0,support,low,1
8681,DELUCIA,0.22,0.98,4,185,3,0,0,0,support,low,1
8683,SLUSSER,0.23,0.96,4,213,4,0,0,0,technical,medium,2
8687,RHODE,0.89,0.74,5,220,3,0,0,0,IT,medium,2
8688,RAEL,0.65,0.92,3,101,3,1,0,0,IT,medium,2
8690,EIDE,0.4,0.79,5,181,5,0,0,0,IT,medium,2
8695,GERKEN,0.85,0.99,5,176,4,0,0,0,product_mng,low,1
8698,NATIONS,0.56,0.73,3,226,3,0,0,0,RandD,medium,2
8704,CHRISTEN,0.49,0.99,6,230,4,0,0,0,accounting,low,1
8705,ARGUELLES,0.29,0.85,2,248,6,1,0,0,support,low,1
8709,BALOGH,0.68,0.85,5,173,3,0,0,0,marketing,low,1
8710,GRAMMER,0.71,0.8,2,146,4,0,0,0,marketing,low,1
8711,PRINE,0.62,0.82,5,151,5,0,0,0,sales,low,1
8712,LATORRE,0.74,0.75,2,137,3,1,0,0,sales,low,1
8714,CHAFIN,0.2,0.82,4,190,5,0,0,0,sales,low,1
8715,ALDER,0.51,0.91,4,206,3,0,0,0,sales,low,1
8716,ZALESKI,0.55,0.99,4,238,3,0,0,0,sales,low,1
8725,ACORD,0.24,0.81,4,217,5,0,0,0,sales,medium,2
8726,LUEDTKE,0.84,0.73,5,245,3,0,0,0,sales,medium,2
8728,COPPER,0.13,0.73,5,206,5,0,0,0,sales,medium,2
8734,HAVEN,0.86,0.73,3,241,3,0,0,0,hr,low,1
8736,RECORD,0.63,0.85,2,156,3,1,0,0,hr,medium,2
8737,NILSON,0.74,0.87,3,155,3,0,0,0,technical,medium,2
8747,SHAHAN,0.71,1.0,3,181,4,0,0,0,technical,medium,2
8748,MIKE,0.21,0.81,5,169,4,0,0,0,support,medium,2
8749,LEONHARDT,0.15,0.84,3,201,6,0,0,0,support,medium,2
8751,CASELLA,0.27,0.86,3,222,5,0,0,0,support,medium,2
8756,PIERRELOUIS,0.59,0.92,5,226,3,0,0,0,support,medium,2
8758,FLEISCHMAN,0.9,0.88,5,256,4,0,0,0,support,medium,2
8759,EMBREY,0.98,0.81,3,153,4,0,0,0,technical,medium,2
8760,DURSO,0.52,1.0,4,221,3,0,0,0,technical,medium,2
8761,WHISENANT,0.12,0.95,3,236,3,0,0,0,technical,medium,2
8767,BURKES,0.89,0.9,3,231,3,0,0,0,IT,medium,2
8776,JACOBI,0.64,0.72,4,253,4,0,0,0,RandD,high,3
8777,WIEST,0.58,0.9,5,224,3,0,0,0,RandD,high,3
8779,SEALY,0.82,0.73,3,148,4,0,0,0,sales,high,3
8780,JIMERSON,0.83,0.78,5,240,3,0,0,0,accounting,high,3
8782,ALVERSON,0.57,0.95,4,176,3,0,0,0,technical,high,3
8783,HASSETT,0.66,0.93,4,248,3,0,0,0,management,high,3
