name,satisfaction_level,last_evaluation,number_projects,average_monthly_hours,time_spent_company,work_accident,left,promotion_last_5_years,department,salary,salary_level
DAUGHTRY,0.65,0.7,3,243,3,0,0,0,sales,medium,2
THEISEN,0.84,0.59,3,234,3,1,0,0,sales,medium,2
PETRY,0.17,0.73,4,274,3,0,0,0,accounting,high,3
COTTEN,0.84,0.61,4,261,2,0,0,0,accounting,high,3
BABBITT,0.96,0.59,3,158,3,1,0,0,accounting,high,3
FICK,0.62,0.96,5,251,2,0,0,0,hr,high,3
EUBANK,0.57,0.7,3,158,3,0,0,0,hr,high,3
TOLSON,0.98,0.87,3,246,3,0,0,0,hr,high,3
JUDKINS,0.72,0.99,4,227,3,0,0,0,hr,high,3
WENDEL,0.43,0.46,4,169,5,0,0,0,technical,high,3
MONTEIRO,0.68,0.57,5,187,4,0,0,0,technical,high,3
CRONK,0.69,0.86,4,238,3,0,0,0,technical,high,3
KISSINGER,0.91,0.66,4,139,3,0,0,0,technical,high,3
SENN,0.42,0.37,2,284,3,0,0,0,technical,high,3
BANTA,0.8,0.99,4,255,5,1,0,0,technical,low,1
FIX,0.79,0.57,5,230,2,0,0,0,technical,low,1
RITTENHOUSE,1,0.94,3,272,3,0,0,0,technical,low,1
BREHM,0.63,0.75,4,155,3,0,0,0,technical,low,1
BANNER,0.61,0.51,6,163,6,0,0,0,technical,low,1
HERD,0.78,0.98,4,260,3,0,0,0,technical,low,1
ELWELL,0.72,0.96,5,223,3,1,0,0,support,low,1
ARAIZA,0.64,0.51,4,247,2,1,0,0,support,low,1
HUI,0.79,0.86,3,126,5,0,0,0,support,low,1
NOWELL,0.64,0.55,3,147,2,0,0,0,support,low,1
HUA,0.82,0.88,4,259,3,0,0,0,support,low,1
BRETT,0.51,0.86,4,196,2,0,0,0,support,low,1
BREEDING,0.18,0.51,6,227,2,0,0,0,support,low,1
THOMPKINS,0.67,0.58,5,161,3,1,0,0,support,low,1
PAWLOWSKI,0.65,0.85,3,213,2,0,0,0,support,low,1
BOSWORTH,0.7,0.8,4,183,2,0,0,0,support,medium,2
BOCANEGRA,0.59,0.59,3,194,2,1,0,0,support,medium,2
DUTCHER,0.56,0.76,3,237,3,0,0,0,technical,medium,2
COTTO,0.17,0.94,5,273,4,0,0,0,technical,medium,2
BEECHER,0.8,0.89,2,166,3,0,0,0,technical,medium,2
CALLENDER,0.91,0.62,5,169,4,0,0,0,management,medium,2
HAMLETT,0.51,0.54,3,154,3,1,0,0,IT,medium,2
BENFIELD,0.76,0.59,3,201,6,1,0,0,IT,medium,2
REEL,0.82,0.59,3,178,2,0,0,0,IT,medium,2
CLAUDIO,0.44,0.66,3,161,3,0,0,0,IT,medium,2
BROOKSHIRE,0.5,0.48,4,269,3,0,0,0,IT,medium,2
RYALS,0.54,0.49,3,203,3,1,0,0,product_mng,medium,2
HELMICK,0.56,0.63,4,271,2,1,0,0,product_mng,high,3
WINDER,0.77,0.66,6,181,4,0,0,0,product_mng,high,3
THOM,0.39,0.38,4,135,2,0,0,0,product_mng,high,3
ROBIN,0.52,0.62,3,275,2,0,0,0,IT,high,3
OVERMAN,0.63,0.91,3,252,2,0,0,0,RandD,high,3
FURTADO,0.49,0.46,2,129,2,0,0,0,RandD,high,3
DACOSTA,0.2,0.47,4,230,4,0,0,0,RandD,high,3
PADDOCK,0.21,0.94,3,287,5,0,0,0,RandD,high,3
DANCY,0.85,0.98,5,156,2,0,0,0,RandD,low,1
CARPIO,0.54,0.82,2,279,3,1,0,0,marketing,low,1
MANZANARES,0.23,0.88,5,156,4,0,0,0,sales,low,1
ZITO,0.65,0.96,3,168,2,0,0,0,accounting,low,1
FAVELA,0.19,0.85,6,259,3,1,0,0,support,low,1
BECKLEY,0.76,0.58,4,188,3,0,0,0,technical,low,1
ADRIAN,0.83,0.8,4,149,3,0,0,0,management,low,1
SPELL,0.97,0.47,3,157,4,0,0,0,marketing,low,1
NESTOR,0.67,1,3,201,4,0,0,0,marketing,medium,2
FLORY,0.53,0.62,3,185,3,0,0,0,marketing,medium,2
SPEIGHT,0.34,0.71,2,160,3,1,0,0,sales,medium,2
STRAWN,0.58,0.48,5,251,3,0,0,0,sales,medium,2
GAUSE,0.96,0.68,5,145,3,1,0,0,sales,medium,2
BECKNER,0.72,0.76,3,269,3,1,0,0,sales,medium,2
BERGLUND,0.58,0.62,3,213,2,0,0,0,sales,medium,2
SUZUKI,0.39,0.67,6,276,6,0,0,0,sales,medium,2
SPINELLI,0.24,0.57,5,232,3,0,0,0,sales,medium,2
RUPPERT,0.64,0.73,4,184,3,0,0,0,sales,medium,2
MINCEY,0.98,0.55,3,260,3,0,0,0,sales,medium,2
MIZELL,0.64,0.99,3,214,2,0,0,0,sales,medium,2
KIRKSEY,0.56,0.41,2,194,2,0,0,0,sales,medium,2
KILMER,0.53,0.74,5,181,2,0,0,0,sales,medium,2
BOLDUC,0.62,0.57,4,215,3,0,0,0,sales,medium,2
WESSON,0.85,0.69,3,194,4,0,0,0,sales,medium,2
BRINKER,0.76,0.85,4,190,3,0,0,0,sales,medium,2
URRUTIA,0.69,0.5,3,260,4,0,0,0,sales,medium,2
MARKEY,0.35,0.67,2,171,3,0,0,0,sales,medium,2
SIEVERS,0.54,0.47,2,193,4,0,0,0,sales,medium,2
PUGA,0.63,0.49,3,252,3,0,0,0,sales,medium,2
HAUPT,0.58,0.58,5,171,2,0,0,0,accounting,medium,2
BRENNEMAN,0.7,0.93,3,185,4,0,0,0,accounting,medium,2
HALLORAN,0.48,0.51,4,152,4,0,0,0,accounting,high,3
STANCIL,0.59,0.92,4,183,2,0,0,0,hr,low,1
BIRDSONG,0.96,0.8,4,145,2,0,0,0,hr,medium,2
WIENER,0.99,0.77,3,190,4,0,0,0,hr,medium,2
CALVO,0.73,0.59,4,214,5,0,0,0,hr,medium,2
MACY,0.7,0.73,2,139,2,0,0,0,technical,medium,2
VICE,0.85,0.88,5,236,4,0,0,0,technical,medium,2
KAHL,0.66,0.61,3,156,3,1,0,0,technical,medium,2
CAIRNS,0.94,0.97,2,221,2,0,0,0,technical,medium,2
ORDAZ,0.54,0.64,6,278,2,0,0,0,technical,medium,2
LAFRANCE,0.78,0.47,4,129,2,0,0,0,technical,medium,2
GROW,0.64,0.85,3,213,4,0,0,0,technical,medium,2
DRYDEN,0.68,0.56,3,146,3,0,0,0,technical,low,1
STUDER,0.92,0.84,4,159,3,0,0,0,technical,low,1
MATNEY,0.72,0.73,3,198,2,0,0,0,technical,low,1
EDWARD,0.78,0.74,6,251,4,0,0,0,technical,low,1
RACKLEY,0.35,0.54,2,124,3,0,0,0,support,low,1
WOOLARD,0.97,0.77,5,223,2,0,0,0,support,low,1
OQUINN,0.57,0.65,3,163,2,0,0,0,support,low,1
GURROLA,0.9,0.66,4,242,3,0,0,0,support,high,3
DEMOSS,0.31,0.61,4,97,2,0,0,0,support,low,1
HAMBRICK,0.17,0.5,4,267,6,0,0,0,support,high,3
CHRISTMAS,0.8,0.4,5,199,4,1,0,0,support,high,3
ROBEY,0.19,0.76,3,107,5,0,0,0,support,low,1
CRAYTON,0.57,0.65,5,144,3,1,0,0,support,low,1
HABER,0.22,0.96,3,213,3,0,0,0,support,high,3
ARANGO,0.15,0.9,5,284,4,0,0,0,support,low,1
NEWCOMER,0.62,0.67,5,259,3,0,0,0,technical,medium,2
GROOM,0.61,0.41,3,103,2,0,0,0,technical,high,3
CORSON,0.87,0.81,5,236,3,0,0,0,technical,medium,2
HARNESS,0.54,0.75,4,199,2,0,0,0,management,medium,2
SLATON,0.71,0.54,3,201,2,0,0,0,IT,medium,2
ROSSMAN,0.66,0.67,3,123,4,0,0,0,IT,medium,2
SCHUTZ,0.7,0.68,4,143,5,0,0,0,IT,high,3
TEDDER,0.53,0.5,5,159,2,0,0,0,IT,medium,2
CONANT,0.92,0.54,5,203,3,0,0,0,IT,medium,2
SABIN,0.93,0.73,4,168,2,0,0,0,product_mng,medium,2
LOWDER,0.62,0.7,5,180,4,0,0,0,product_mng,high,3
WOMBLE,0.65,0.53,5,142,3,0,0,0,product_mng,medium,2
JIN,0.87,0.98,4,266,2,1,0,0,product_mng,high,3
MONDAY,0.97,0.89,5,265,2,0,0,0,IT,low,1
GARMON,0.76,0.77,5,257,3,0,0,0,RandD,medium,2
SKEEN,0.96,0.55,4,234,4,0,0,0,RandD,medium,2
ARONSON,1,0.8,3,223,3,0,0,0,RandD,medium,2
HEADRICK,0.99,0.85,5,261,4,0,0,0,RandD,medium,2
LEFEVRE,0.67,0.84,4,197,2,0,0,0,RandD,low,1
WHITTEMORE,0.61,0.52,4,171,2,0,0,0,marketing,low,1
PELTON,0.62,0.92,3,228,2,0,0,0,sales,low,1
BARNER,0.62,0.79,3,141,3,0,0,0,accounting,low,1
HILDEBRANDT,0.97,0.76,3,147,3,1,0,0,support,low,1
RICK,0.86,0.56,5,237,3,0,0,0,technical,low,1
HELMER,0.15,0.44,3,199,2,0,0,0,management,low,1
GROSE,0.14,0.95,4,144,5,0,0,0,marketing,low,1
ZAK,0.7,0.98,4,146,3,0,0,0,marketing,low,1
SCHRODER,0.95,0.7,4,139,3,0,0,0,marketing,low,1
MAHLER,0.63,0.86,4,169,2,0,0,0,sales,high,3
KEELEY,0.45,0.75,4,169,2,0,0,0,sales,low,1
JORDON,0.9,0.6,3,268,3,0,0,0,sales,low,1
FLINN,0.15,0.87,4,194,4,0,0,0,sales,low,1
SAND,0.75,0.86,3,249,3,0,0,0,sales,low,1
OZUNA,0.14,0.52,4,122,2,0,0,0,sales,high,3
HENKEL,0.5,0.94,5,176,4,0,0,0,sales,low,1
TURCOTTE,0.45,0.45,4,168,2,0,0,0,sales,low,1
VINING,0.86,0.92,3,260,2,0,0,0,sales,low,1
BELLINGER,0.52,0.62,3,179,3,0,0,0,sales,high,3
NEESE,0.79,0.48,5,200,3,0,0,0,sales,low,1
HAGERMAN,0.47,0.56,4,165,3,0,0,0,sales,medium,2
MCMILLIN,0.76,0.64,4,144,2,0,0,0,sales,high,3
HARNEY,0.52,0.72,4,186,2,0,0,0,sales,medium,2
GAYLORD,0.84,0.54,4,156,4,0,0,0,sales,high,3
MILANO,0.5,0.7,4,162,2,0,0,0,sales,medium,2
CAROTHERS,0.52,0.63,3,269,2,0,0,0,sales,medium,2
DEPEW,0.76,0.37,3,127,4,0,0,0,sales,medium,2
BUCCI,0.59,0.58,2,267,3,0,0,0,sales,medium,2
PIRTLE,0.65,0.79,4,196,2,0,0,0,accounting,medium,2
HAFNER,0.68,0.83,3,144,2,0,0,0,accounting,medium,2
DIMAS,0.52,0.72,2,247,4,0,0,0,accounting,medium,2
HOWLETT,0.92,0.5,5,258,3,0,0,0,hr,medium,2
REBER,0.53,0.84,4,219,2,0,0,0,hr,high,3
ABRAM,0.5,0.95,2,208,2,0,0,0,hr,low,1
ZAJAC,0.98,0.77,4,184,3,0,0,0,hr,medium,2
DAVALOS,0.85,0.6,5,178,2,0,0,0,technical,medium,2
PEDRO,0.49,0.83,4,194,3,0,0,0,technical,medium,2
GOODALL,0.52,0.73,4,245,4,0,0,0,technical,medium,2
WRENN,0.96,0.77,3,193,3,0,0,0,technical,medium,2
KAYLOR,0.86,0.85,3,254,3,0,0,0,technical,medium,2
KELL,0.35,0.59,3,281,2,0,0,0,technical,medium,2
GARTNER,0.99,0.97,5,229,2,0,0,0,technical,medium,2
CURL,0.52,0.92,4,112,2,0,0,0,technical,medium,2
SPILLER,0.75,0.91,4,243,3,0,0,0,technical,high,3
LEATHERS,0.67,0.66,3,151,3,0,0,0,technical,low,1
BEASON,0.49,0.37,4,216,4,0,0,0,technical,low,1
SHATTUCK,0.51,0.62,3,110,3,0,0,0,support,low,1
BREWINGTON,0.65,0.6,3,142,2,0,0,0,support,high,3
PINON,0.73,0.8,4,251,2,1,0,0,support,low,1
NAZARIO,0.46,0.75,6,276,6,0,0,0,support,low,1
WASH,0.94,0.82,4,159,2,1,0,0,support,low,1
RUGGLES,0.53,0.69,4,257,4,0,0,0,support,high,3
MATZ,0.6,0.79,5,154,2,0,0,0,support,low,1
CAPERS,0.63,0.97,5,146,3,0,0,0,support,low,1
DORSETT,0.75,0.77,4,204,2,0,0,0,support,low,1
WILMOTH,0.69,0.53,4,156,3,0,0,0,support,low,1
BRACEY,0.81,0.5,4,170,4,0,0,0,support,low,1
LENHART,0.74,0.84,3,239,3,0,0,0,technical,low,1
DEVOE,0.72,0.55,4,145,3,0,0,0,technical,low,1
CHOY,0.27,0.39,4,193,4,0,0,0,technical,medium,2
WAYMAN,0.86,0.74,2,178,3,0,0,0,management,medium,2
OSWALT,0.5,0.59,3,260,3,0,0,0,IT,medium,2
CAPONE,0.82,0.5,3,198,4,0,0,0,IT,medium,2
PARIKH,0.73,0.51,4,249,5,0,0,0,IT,medium,2
EASTWOOD,0.7,0.72,4,202,3,0,0,0,IT,medium,2
COFIELD,0.9,0.72,4,143,3,0,0,0,IT,medium,2
RICKERT,0.72,0.95,2,178,4,1,0,0,product_mng,medium,2
MCCANDLESS,0.63,0.85,3,151,4,1,0,0,product_mng,medium,2
GREENWAY,0.84,0.99,4,134,3,0,0,0,product_mng,medium,2
RIGDON,0.98,0.92,5,221,3,1,0,0,product_mng,medium,2
MAJEWSKI,0.41,0.48,6,165,4,0,0,0,IT,medium,2
ARMBRUSTER,0.72,0.58,4,255,2,0,0,0,RandD,high,3
ROYCE,0.87,0.89,3,140,2,1,0,0,RandD,low,1
SWAIM,0.63,0.71,5,141,2,0,0,0,RandD,medium,2
STERNER,0.6,0.96,4,99,6,0,0,0,RandD,medium,2
FLOURNOY,0.58,0.79,5,197,3,0,0,0,RandD,medium,2
AMEZCUA,0.64,0.52,3,240,3,0,0,0,marketing,medium,2
DELANO,0.74,0.62,3,216,3,1,0,0,sales,low,1
WESTERMAN,0.93,0.7,5,206,4,0,0,0,accounting,low,1
GRAU,0.74,0.75,4,257,3,0,0,0,support,low,1
CLAXTON,0.98,0.6,4,160,3,0,0,0,technical,low,1
VELIZ,0.87,0.82,5,138,3,1,0,0,management,low,1
HAUN,0.76,0.99,3,216,3,0,0,0,marketing,low,1
ROSCOE,0.15,0.91,6,281,3,0,0,0,marketing,low,1
RINGER,0.18,0.57,6,238,6,1,0,0,marketing,low,1
MCCAFFERTY,1,0.67,3,199,4,0,0,0,sales,low,1
VOLZ,0.98,0.63,3,135,3,0,0,0,sales,low,1
MCPHAIL,0.73,0.97,3,165,2,0,0,0,sales,low,1
BLESSING,0.67,0.72,3,180,3,0,0,0,sales,low,1
THELEN,0.9,0.74,3,227,3,0,0,0,sales,low,1
GAGLIARDI,0.54,0.53,3,251,2,0,0,0,sales,low,1
SQUIRE,0.15,0.39,5,229,4,0,0,0,sales,low,1
SCHOLZ,0.58,0.54,4,199,2,0,0,0,sales,low,1
GENOVESE,0.81,0.51,4,271,2,0,0,0,sales,low,1
BOYETTE,0.17,0.51,5,221,3,0,0,0,sales,low,1
NAUGHTON,0.68,0.73,4,251,3,0,0,0,sales,low,1
LEVITT,0.68,0.49,4,153,4,0,0,0,sales,low,1
ERSKINE,0.7,0.93,4,241,3,0,0,0,sales,low,1
MANCHESTER,0.49,0.68,4,201,4,0,0,0,sales,medium,2
LEFFLER,0.55,0.96,4,267,3,0,0,0,sales,medium,2
HALLETT,0.48,0.84,3,146,2,1,0,0,sales,medium,2
WHITMER,0.63,0.98,4,210,3,0,0,0,sales,medium,2
GILLETT,0.83,0.69,4,233,2,0,0,0,sales,medium,2
GROCE,0.48,0.87,3,221,2,0,0,0,sales,medium,2
ROOS,0.98,0.96,5,183,3,1,0,0,accounting,medium,2
BEJARANO,0.57,0.72,4,221,3,0,0,0,accounting,medium,2
MOSKOWITZ,0.72,0.66,3,167,3,0,0,0,accounting,medium,2
CONSTANTINE,0.9,0.8,4,240,3,0,0,0,hr,medium,2
FIDLER,0.64,0.59,3,200,2,1,0,0,hr,medium,2
ROLL,0.55,0.98,2,144,2,0,0,0,hr,medium,2
WESTER,0.56,0.59,5,209,2,1,0,0,hr,high,3
WARNOCK,0.8,0.55,3,206,2,0,0,0,technical,low,1
SCHUTTE,0.65,0.76,3,111,5,0,0,0,technical,medium,2
OHARE,0.75,0.78,3,241,3,0,0,0,technical,medium,2
MACGREGOR,0.69,0.79,3,207,3,0,0,0,technical,medium,2
GOLDING,0.91,0.76,3,197,3,0,0,0,technical,medium,2
ABNER,0.78,0.63,5,200,2,0,0,0,technical,low,1
BURGETT,0.71,0.68,4,242,4,0,0,0,technical,low,1
BUSHNELL,0.79,0.96,4,180,3,0,0,0,technical,low,1
BRAZIL,0.86,0.72,4,173,3,0,0,0,technical,low,1
LEGRAND,0.87,0.82,3,224,3,0,0,0,technical,low,1
HOCK,0.76,0.99,2,183,2,0,0,0,technical,low,1
ASCENCIO,0.76,0.8,4,226,5,0,0,0,support,low,1
ROME,0.74,0.66,3,257,3,0,0,0,support,low,1
EVERSOLE,0.56,0.81,3,165,4,0,0,0,support,low,1
RADCLIFF,0.54,0.91,3,142,2,0,0,0,support,low,1
FUHRMAN,0.84,0.79,4,258,4,0,0,0,support,low,1
TEW,0.55,0.69,5,193,2,0,0,0,support,low,1
SCHMIT,0.69,0.51,3,176,2,0,0,0,support,low,1
CARO,0.79,0.88,4,188,3,0,0,0,support,low,1
MARRIOTT,0.21,0.38,3,275,5,0,0,0,support,low,1
COWEN,0.57,0.58,3,132,3,0,0,0,support,low,1
KEPHART,0.89,0.95,3,246,4,0,0,0,support,low,1
KEIL,0.72,0.98,3,181,4,0,0,0,technical,low,1
HARTUNG,0.56,0.58,5,266,3,0,0,0,technical,low,1
BENALLY,0.84,0.68,4,151,2,0,0,0,technical,low,1
HAZLETT,0.94,0.76,3,257,4,1,0,0,management,low,1
AVANT,0.29,0.88,6,183,4,0,0,0,IT,medium,2
DESROSIERS,0.54,0.93,3,124,5,0,0,0,IT,medium,2
KWONG,0.93,0.73,4,153,2,1,0,0,IT,medium,2
PENNER,0.8,0.68,4,199,2,0,0,0,IT,medium,2
GUYER,1,0.73,5,142,4,0,0,0,IT,medium,2
AVELAR,0.89,0.56,4,159,3,0,0,0,product_mng,medium,2
STITH,0.6,0.78,6,211,4,1,0,0,product_mng,medium,2
CASHMAN,0.49,0.94,5,136,3,0,0,0,product_mng,medium,2
ORONA,0.65,0.75,4,153,2,0,0,0,product_mng,medium,2
RAGER,0.6,0.71,5,263,2,1,0,0,IT,medium,2
MIN,0.51,1,3,168,3,1,0,0,RandD,medium,2
LANZA,0.74,0.89,4,234,3,1,0,0,RandD,medium,2
JOHANSON,0.57,0.42,4,154,5,0,0,0,RandD,high,3
COOL,0.82,0.84,5,173,2,0,0,0,RandD,low,1
HEINE,0.19,0.63,5,206,6,0,0,0,RandD,medium,2
NISSEN,0.5,0.64,4,208,2,0,0,0,marketing,medium,2
BUENROSTRO,0.91,0.68,4,178,3,1,0,0,sales,medium,2
MCMULLIN,0.19,0.86,4,198,6,0,0,0,accounting,medium,2
OROPEZA,0.94,0.84,4,220,3,0,0,0,support,low,1
HOM,0.88,0.67,4,226,2,0,0,0,technical,low,1
DEGROOT,0.9,0.87,4,231,5,0,0,0,management,low,1
WESCOTT,0.49,0.96,2,206,2,0,0,0,marketing,low,1
HULBERT,0.99,0.55,4,179,4,0,0,0,marketing,low,1
SHRUM,0.72,0.81,4,200,2,0,0,0,marketing,low,1
MUNCY,0.66,0.69,5,202,6,0,0,0,sales,low,1
LITTRELL,0.96,0.51,4,237,3,0,0,0,sales,low,1
FOREST,0.49,0.69,4,270,3,0,0,0,sales,low,1
DYKE,0.73,0.49,3,168,2,1,0,0,sales,low,1
GARCES,0.48,0.98,5,132,4,0,0,0,sales,low,1
CIMINO,0.57,0.78,3,162,2,0,0,0,sales,low,1
SATTERWHITE,0.63,0.82,3,269,3,0,0,0,sales,low,1
HICKERSON,0.46,0.87,5,254,5,1,0,0,sales,low,1
GEBHARDT,0.64,0.5,3,261,2,0,0,0,sales,low,1
RADKE,0.56,0.73,4,148,3,0,0,0,sales,low,1
LUCKEY,0.97,0.75,5,228,4,0,0,0,sales,low,1
PUGLIESE,0.69,0.68,3,138,3,0,0,0,sales,low,1
CORONEL,0.23,0.97,4,200,3,0,0,0,sales,low,1
SIDDIQUI,0.77,0.48,4,258,4,1,0,0,sales,low,1
GERALD,0.76,0.57,4,266,3,0,0,0,sales,low,1
FRAZEE,0.98,0.66,3,204,2,0,0,0,sales,medium,2
FLATT,0.92,0.77,3,236,3,0,0,0,sales,medium,2
ABBEY,0.63,0.67,4,149,3,1,0,0,sales,medium,2
BODINE,0.91,0.69,5,240,3,0,0,0,sales,medium,2
LORA,0.4,0.67,3,115,3,0,0,0,accounting,medium,2
YOUNGS,0.82,0.62,4,267,3,1,0,0,accounting,medium,2
CATLETT,0.81,0.88,4,149,3,0,0,0,accounting,medium,2
ALEXIS,0.61,0.69,3,224,3,0,0,0,hr,medium,2
LUO,0.3,0.57,2,158,2,0,0,0,hr,medium,2
YOUMANS,0.59,0.72,2,107,3,0,0,0,hr,medium,2
SHERLOCK,0.2,0.56,3,217,5,0,0,0,hr,medium,2
KINSER,0.75,0.56,2,212,2,0,0,0,technical,medium,2
WALES,0.59,0.79,3,270,3,0,0,0,technical,high,3
DINSMORE,0.63,0.53,4,243,2,0,0,0,technical,low,1
ABRAMSON,0.77,0.68,5,162,4,1,0,0,technical,medium,2
STRICKER,0.82,0.6,5,232,2,0,0,0,technical,medium,2
SHOWERS,0.6,0.85,5,187,4,0,0,0,technical,medium,2
RUMSEY,0.83,0.72,3,259,2,0,0,0,technical,medium,2
MICKENS,0.67,0.6,4,209,2,0,0,0,technical,low,1
TALLENT,0.84,0.56,5,97,6,0,0,0,technical,low,1
SETZER,0.68,0.79,5,139,4,0,0,0,technical,low,1
ETTER,0.74,0.92,4,258,3,1,0,0,technical,low,1
ALLGOOD,0.63,0.64,3,208,2,1,0,0,support,low,1
PAGEL,0.88,0.9,2,233,3,0,0,0,support,low,1
JEFFERIES,1,0.81,3,168,4,0,0,0,support,low,1
COLOMBO,0.7,0.87,4,252,2,1,0,0,support,low,1
BISSELL,0.5,0.71,5,171,4,0,0,0,support,low,1
MUSGRAVE,0.94,0.66,5,219,3,0,0,0,support,low,1
KUEHL,0.67,0.54,3,213,4,0,0,0,support,low,1
WITCHER,0.8,0.88,5,199,4,0,0,0,support,low,1
RAAB,0.7,0.88,4,245,2,0,0,0,support,low,1
KAVANAGH,0.24,0.73,4,273,5,0,0,0,support,low,1
BEANE,0.98,1,4,202,3,0,0,0,support,low,1
PATTISON,0.76,0.65,4,240,3,0,0,0,technical,low,1
PAULUS,0.78,0.5,4,155,4,0,0,0,technical,low,1
MCGOUGH,0.42,0.91,3,209,2,0,0,0,technical,low,1
GONG,0.83,0.64,4,210,3,0,0,0,management,medium,2
BURKHALTER,0.98,0.81,4,266,6,0,0,0,IT,medium,2
VANBUSKIRK,0.64,0.81,2,226,2,0,0,0,IT,medium,2
SASS,0.67,0.75,4,133,2,0,0,0,IT,medium,2
KITE,0.26,0.39,3,99,4,0,0,0,IT,medium,2
LALONDE,0.97,0.64,3,237,3,0,0,0,IT,medium,2
GORMLEY,0.48,0.6,4,230,3,0,0,0,product_mng,medium,2
STRICKLIN,0.84,0.55,4,149,2,0,0,0,product_mng,medium,2
BRAUER,0.71,0.74,4,206,4,0,0,0,product_mng,medium,2
BAIER,1,0.84,3,185,3,0,0,0,product_mng,medium,2
NAPOLI,0.6,0.76,5,269,2,0,0,0,IT,medium,2
BROTHERTON,0.95,0.37,6,233,5,0,0,0,RandD,medium,2
STANSBURY,0.56,0.56,3,162,2,0,0,0,RandD,high,3
LOGGINS,0.75,0.49,2,173,3,1,0,0,RandD,low,1
SORRENTINO,0.98,0.53,6,253,4,0,0,0,RandD,medium,2
POFF,0.7,0.72,5,134,3,0,0,0,RandD,medium,2
NIEMAN,0.65,0.92,4,133,3,0,0,0,marketing,medium,2
ROEBUCK,0.8,0.81,5,143,2,0,0,0,sales,medium,2
REINER,0.49,0.78,3,264,4,0,0,0,accounting,low,1
HOVEY,0.32,0.73,3,180,6,0,0,0,support,low,1
WALLEY,0.88,0.54,3,235,2,1,0,0,technical,low,1
LEECH,0.8,0.97,4,232,2,0,0,0,management,low,1
HAMMACK,0.73,0.74,4,181,4,0,0,0,marketing,low,1
GAMBINO,0.72,0.58,3,198,2,0,0,0,marketing,low,1
BURSON,0.58,0.78,5,211,3,1,0,0,marketing,low,1
TATRO,0.66,0.96,4,216,3,0,0,0,sales,low,1
PERRINE,0.63,0.79,3,197,3,1,0,0,sales,low,1
CARLEY,0.69,0.56,2,214,2,0,0,0,sales,low,1
STADLER,0.49,0.59,3,185,3,0,0,0,sales,low,1
NASON,0.6,0.45,3,173,2,0,0,0,sales,low,1
PECKHAM,0.5,0.63,4,229,4,0,0,0,sales,low,1
TURMAN,0.34,0.81,4,116,3,1,0,0,sales,low,1
GERVAIS,0.79,0.6,5,223,3,0,0,0,sales,low,1
ABLES,0.98,0.68,4,154,3,0,0,0,sales,low,1
PEAVY,0.96,0.97,5,240,2,0,0,0,sales,low,1
DORE,0.88,0.89,3,139,2,0,0,0,sales,low,1
TOBAR,0.6,0.61,2,275,2,0,0,0,sales,low,1
GILSTRAP,0.62,0.73,3,158,3,1,0,0,sales,low,1
ADDINGTON,0.4,0.72,3,204,4,1,0,0,sales,low,1
GERHARDT,0.16,0.82,5,121,2,0,0,0,sales,medium,2
BRUMBAUGH,0.81,0.98,5,243,6,0,0,0,sales,medium,2
SLUSHER,0.69,0.69,4,195,2,0,0,0,sales,medium,2
NEVINS,0.66,0.51,5,149,3,0,0,0,sales,medium,2
GAROFALO,0.66,0.62,5,214,2,0,0,0,sales,medium,2
BARRICK,0.61,0.53,4,266,3,0,0,0,accounting,medium,2
AMICK,0.99,0.77,5,222,2,0,0,0,accounting,medium,2
RACE,0.73,0.54,3,283,6,0,0,0,accounting,medium,2
DAGGETT,0.63,0.72,2,161,5,0,0,0,hr,medium,2
MANION,0.6,0.91,3,157,4,0,0,0,hr,medium,2
NOAH,0.44,0.44,3,126,2,0,0,0,hr,medium,2
KRANZ,0.64,0.95,3,131,6,0,0,0,hr,medium,2
RUNGE,0.91,0.81,4,139,2,0,0,0,technical,high,3
WYSOCKI,0.55,0.59,4,230,3,0,0,0,technical,low,1
GILLUM,0.7,0.73,4,240,2,1,0,0,technical,medium,2
VERDUZCO,0.37,0.59,3,134,3,0,0,0,technical,medium,2
PETTUS,0.16,0.56,6,196,3,0,0,0,technical,medium,2
ALVEY,0.69,0.97,5,240,4,0,0,0,technical,medium,2
SIM,0.96,0.47,2,233,5,1,0,0,technical,low,1
CAGE,0.62,0.91,5,267,3,0,0,0,technical,low,1
WEATHERSPOON,0.94,0.45,2,211,3,0,0,0,technical,low,1
TAKAHASHI,0.67,0.83,3,260,3,0,0,0,technical,low,1
MCKEAN,0.89,0.57,3,113,3,0,0,0,technical,low,1
HARROD,0.6,0.63,5,267,3,0,0,0,support,low,1
WINGARD,0.89,0.62,5,196,3,0,0,0,support,low,1
ENDRES,0.6,0.89,3,232,2,0,0,0,support,low,1
WALD,0.93,0.95,2,156,3,1,0,0,support,low,1
USSERY,0.38,0.78,4,159,5,0,0,0,support,low,1
SKILES,0.62,0.57,3,223,3,1,0,0,support,low,1
REAMS,0.86,0.86,4,197,3,1,0,0,support,low,1
FINGER,0.61,0.62,2,192,2,1,0,0,support,low,1
JAWORSKI,0.77,0.64,4,192,3,0,0,0,support,low,1
FRICKE,0.85,0.73,4,174,3,0,0,0,support,low,1
STANEK,0.94,0.62,4,191,3,0,0,0,support,low,1
CUSICK,0.59,0.59,4,270,2,0,0,0,technical,low,1
SHANER,0.9,0.92,3,139,3,0,0,0,technical,low,1
